date,store_id,store_name,sku_id,product_name,buying_price,selling_price,units_sold,revenue,margin
2026-01-29,2510,良乡时光汇店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3362,24.9,1.0,21.0619,6.7257
2026-01-29,2510,良乡时光汇店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,2.0,42.6903,10.7788
2026-01-29,2510,良乡时光汇店,784810,伊利70g*5苦咖啡雪糕,7.6242,14.9,2.0,26.3716,11.1232
2026-01-29,2510,良乡时光汇店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,1.0,10.4425,0.9172
2026-01-29,2510,良乡时光汇店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-29,2510,良乡时光汇店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,4.0,52.1238,2.8494
2026-01-29,2352,丰台新业广场店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-29,2352,丰台新业广场店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,12.5752,5.0743
2026-01-29,2352,丰台新业广场店,446145,伊利65G*6妙趣小雪生雪糕,9.5254,11.8,5.0,51.0886,3.4616
2026-01-29,2352,丰台新业广场店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,4.0,99.3717,-28.062
2026-01-29,2352,丰台新业广场店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,25.761,1.1238
2026-01-29,2246,朗清园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,2.0,44.0708,15.3982
2026-01-29,2246,朗清园店,784810,伊利70g*5苦咖啡雪糕,7.6148,14.9,2.0,26.3716,11.142
2026-01-29,2246,朗清园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,8.0,81.9736,5.7712
2026-01-29,2246,朗清园店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,3.0,77.5222,-16.7255
2026-01-29,2246,朗清园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,4.0,105.8408,-21.5928
2026-01-29,2246,朗清园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,3.0,39.5574,2.6016
2026-01-29,1628,丽泽桥店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,3.0,29.4337,0.8578
2026-01-29,1628,丽泽桥店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,3.0,79.3806,-14.8671
2026-01-29,1628,丽泽桥店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,25.8141,1.1769
2026-01-29,1565,中信城店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,2.0,43.8496,15.177
2026-01-29,1565,中信城店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,1.0,22.0354,6.0796
2026-01-29,1565,中信城店,784810,伊利70g*5苦咖啡雪糕,7.6066,14.9,1.0,13.1858,5.5792
2026-01-29,1565,中信城店,446145,伊利65G*6妙趣小雪生雪糕,9.5286,11.8,2.0,20.885,1.8278
2026-01-29,1565,中信城店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,1.0,26.4602,-4.9558
2026-01-29,1565,中信城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,22.8053,-9.0531
2026-01-29,1565,中信城店,140546,蒙牛随变75G*5香草味冰淇淋,12.3758,14.9,2.0,26.2389,1.4872
2026-01-29,1509,南海家园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3362,24.9,2.0,44.0708,15.3983
2026-01-29,1509,南海家园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,44.0708,12.1593
2026-01-29,1509,南海家园店,784810,伊利70g*5苦咖啡雪糕,7.6066,14.9,1.0,13.1858,5.5792
2026-01-29,1509,南海家园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,2.0,20.885,1.8344
2026-01-29,1509,南海家园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,26.3716,1.7344
2026-01-29,1332,和平新城店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,3.0,30.0,0.4779
2026-01-29,1332,和平新城店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3362,24.9,1.0,22.0354,7.6992
2026-01-29,1332,和平新城店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,1.0,22.0354,6.0796
2026-01-29,1332,和平新城店,784810,伊利70g*5苦咖啡雪糕,7.63,14.9,5.0,65.9291,27.7793
2026-01-29,1332,和平新城店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,3.0,30.7877,2.2118
2026-01-29,1332,和平新城店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,2.0,51.3717,-11.4602
2026-01-29,1332,和平新城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,25.0885,-6.7699
2026-01-29,1332,和平新城店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,26.3716,1.7344
2026-01-29,1301,西山枫林店,876525,和路雪梦龙256g香草味冰淇淋,28.3362,29.8,1.0,26.3717,-1.9645
2026-01-29,1301,西山枫林店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-29,1301,西山枫林店,446145,伊利65G*6妙趣小雪生雪糕,9.5285,11.8,2.0,20.885,1.828
2026-01-29,1301,西山枫林店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,1.0,26.4602,-4.9557
2026-01-29,1301,西山枫林店,140546,蒙牛随变75G*5香草味冰淇淋,12.3298,14.9,1.0,13.1858,0.856
2026-01-28,2510,良乡时光汇店,876525,和路雪梦龙256g香草味冰淇淋,28.3362,29.8,1.0,24.823,-3.5132
2026-01-28,2510,良乡时光汇店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-28,2510,良乡时光汇店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,1.0,22.0354,6.0797
2026-01-28,2510,良乡时光汇店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,5.0,51.3629,3.7364
2026-01-28,2510,良乡时光汇店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,4.0,104.2833,-21.3805
2026-01-28,2352,丰台新业广场店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,1.0,22.0354,6.0797
2026-01-28,2352,丰台新业广场店,446145,伊利65G*6妙趣小雪生雪糕,9.5255,11.8,3.0,31.3275,2.751
2026-01-28,2352,丰台新业广场店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,1.0,26.4602,-4.9557
2026-01-28,2352,丰台新业广场店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-28,2352,丰台新业广场店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,22.5841,-2.0531
2026-01-28,2246,朗清园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-28,2246,朗清园店,784810,伊利70g*5苦咖啡雪糕,7.6147,14.9,2.0,26.3717,11.1422
2026-01-28,2246,朗清园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,7.0,73.0975,6.4204
2026-01-28,2246,朗清园店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,1.0,26.4602,-4.9557
2026-01-28,2246,朗清园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,2.0,52.9204,-10.7964
2026-01-28,2246,朗清园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,1.0,13.1858,0.8672
2026-01-28,1628,丽泽桥店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,1.0,22.0354,6.0796
2026-01-28,1628,丽泽桥店,784810,伊利70g*5苦咖啡雪糕,7.6327,14.9,2.0,26.3716,11.1063
2026-01-28,1628,丽泽桥店,772766,和路雪迷你梦龙170g松露+卡布基诺味冰淇淋,18.6018,19.9,2.0,35.2212,-1.9824
2026-01-28,1628,丽泽桥店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,6.0,62.655,5.5032
2026-01-28,1628,丽泽桥店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,2.0,52.9204,-9.9115
2026-01-28,1628,丽泽桥店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,4.0,50.5398,1.2654
2026-01-28,1565,中信城店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,1.0,22.0354,6.0797
2026-01-28,1565,中信城店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,3.0,37.885,15.3823
2026-01-28,1565,中信城店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,1.0,26.4602,-4.9557
2026-01-28,1509,南海家园店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,1.0,7.6814,-2.1593
2026-01-28,1509,南海家园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-28,1509,南海家园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,2.0,37.6725,5.761
2026-01-28,1509,南海家园店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,2.0,26.3716,11.3698
2026-01-28,1509,南海家园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,5.0,46.531,-1.0955
2026-01-28,1509,南海家园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,24.708,-7.1504
2026-01-28,1509,南海家园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,4.0,49.5133,0.2389
2026-01-28,1332,和平新城店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,20.354,0.6726
2026-01-28,1332,和平新城店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3362,24.9,2.0,44.0708,15.3983
2026-01-28,1332,和平新城店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,44.0708,12.1593
2026-01-28,1332,和平新城店,784810,伊利70g*5苦咖啡雪糕,7.6142,14.9,2.0,26.3716,11.1432
2026-01-28,1332,和平新城店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,5.0,51.2656,3.6391
2026-01-28,1332,和平新城店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,5.0,122.1504,-34.9292
2026-01-28,1332,和平新城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,4.0,104.5487,-22.885
2026-01-28,1332,和平新城店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,5.0,63.5574,1.9644
2026-01-28,1301,西山枫林店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8408,11.5,1.0,10.177,0.3362
2026-01-28,1301,西山枫林店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-28,1301,西山枫林店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,44.0708,12.1593
2026-01-28,1301,西山枫林店,446145,伊利65G*6妙趣小雪生雪糕,9.5285,11.8,4.0,41.77,3.656
2026-01-27,2510,良乡时光汇店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,3.0,38.7787,16.276
2026-01-27,2510,良乡时光汇店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,9.0,92.1506,6.4229
2026-01-27,2510,良乡时光汇店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,2.0,49.6195,-13.2124
2026-01-27,2510,良乡时光汇店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,2.0,51.4337,-12.2831
2026-01-27,2510,良乡时光汇店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,4.0,52.3008,3.0264
2026-01-27,2352,丰台新业广场店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,2.0,42.8761,14.2035
2026-01-27,2352,丰台新业广场店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-27,2352,丰台新业广场店,446145,伊利65G*6妙趣小雪生雪糕,9.5257,11.8,1.0,10.4425,0.9168
2026-01-27,2352,丰台新业广场店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,2.0,52.9204,-9.9115
2026-01-27,2352,丰台新业广场店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,1.0,13.1858,0.8672
2026-01-27,2246,朗清园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-27,2246,朗清园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,44.0708,12.1593
2026-01-27,2246,朗清园店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,2.0,24.8672,9.8654
2026-01-27,2246,朗清园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,6.0,61.1948,4.043
2026-01-27,2246,朗清园店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,9.0,215.4514,-67.2921
2026-01-27,2246,朗清园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-27,2246,朗清园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,4.0,51.9999,2.7255
2026-01-27,1628,丽泽桥店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,1.0,20.0885,4.1328
2026-01-27,1628,丽泽桥店,784810,伊利70g*5苦咖啡雪糕,7.6326,14.9,2.0,15.0,-0.2652
2026-01-27,1628,丽泽桥店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,3.0,31.3275,2.7516
2026-01-27,1628,丽泽桥店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,1.0,26.4602,-4.9557
2026-01-27,1628,丽泽桥店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,2.0,52.9204,-10.7964
2026-01-27,1628,丽泽桥店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,3.0,39.5574,2.6016
2026-01-27,1565,中信城店,446145,伊利65G*6妙趣小雪生雪糕,9.5374,11.8,1.0,8.2832,-1.2542
2026-01-27,1565,中信城店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,1.0,26.4602,-4.9558
2026-01-27,1565,中信城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,2.0,50.4425,-13.2743
2026-01-27,1565,中信城店,140546,蒙牛随变75G*5香草味冰淇淋,12.3758,14.9,1.0,13.1858,0.81
2026-01-27,1509,南海家园店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,1.0,9.646,-0.1947
2026-01-27,1509,南海家园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,2.0,38.1947,9.5221
2026-01-27,1509,南海家园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,41.708,9.7965
2026-01-27,1509,南海家园店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,12.6106,5.1097
2026-01-27,1509,南海家园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,1.0,10.4425,0.9172
2026-01-27,1509,南海家园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,3.0,78.239,-17.3362
2026-01-27,1509,南海家园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,26.3716,1.7344
2026-01-27,1332,和平新城店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-27,1332,和平新城店,784810,伊利70g*5苦咖啡雪糕,7.6142,14.9,2.0,26.3716,11.1432
2026-01-27,1332,和平新城店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,7.0,73.0975,6.4204
2026-01-27,1332,和平新城店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,1.0,26.4602,-4.9557
2026-01-27,1332,和平新城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,2.0,49.8938,-13.823
2026-01-27,1332,和平新城店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,26.3716,1.7344
2026-01-27,1301,西山枫林店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,1.0,10.177,0.3363
2026-01-27,1301,西山枫林店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,1.0,22.0354,6.0797
2026-01-27,1301,西山枫林店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-27,1301,西山枫林店,446145,伊利65G*6妙趣小雪生雪糕,9.5285,11.8,3.0,31.3275,2.742
2026-01-27,1301,西山枫林店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-27,1301,西山枫林店,140546,蒙牛随变75G*5香草味冰淇淋,12.3433,14.9,2.0,24.6106,-0.076
2026-01-26,2510,良乡时光汇店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,19.0708,4.7345
2026-01-26,2510,良乡时光汇店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,44.0708,12.1593
2026-01-26,2510,良乡时光汇店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,12.3628,4.8619
2026-01-26,2510,良乡时光汇店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,2.0,15.7345,-3.3161
2026-01-26,2510,良乡时光汇店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,4.0,92.5664,-33.0973
